CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,AVG_MARK,CHANGE_PREVIOUS_YEAR,RANK,YEAR_OF_RESULT
PS2404-110,NYAKAGOMBA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAKAGOMBA,GOVERNMENT,31.941904,-2.869594,48.25,98.62,7.06,9607,2014
PS2404-111,NYAKAGWE PR. SCHOOL,GEITA,GEITA VIJIJINI,BUTOBELA,GOVERNMENT,32.387209,-3.235374,52.17,104.54,14.29,7914,2014
PS2404-112,NYAKAMWAGA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAKAMWAGA,GOVERNMENT,32.200126,-3.006979,46,97.72,-19.54,9898,2014
PS2404-113,NYAKASENYA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYACHILULUMA,GOVERNMENT,31.872655,-2.760057,40.82,96.39,2.92,10288,2014
PS2404-114,NYAKAZEZE PR. SCHOOL,GEITA,GEITA VIJIJINI,KATOMA,GOVERNMENT,32.068668,-2.55288,84.38,133.59,20.22,2437,2014
PS2404-115,NYALUBANGA PR. SCHOOL,GEITA,GEITA VIJIJINI,LWEZERA,GOVERNMENT,32.208603,-2.577879,59.41,115.18,8.25,5302,2014
PS2404-116,NYALWANZAJA PR. SCHOOL,GEITA,GEITA VIJIJINI,KAMENA,GOVERNMENT,32.28400097,-3.04573505,30.69,84.95,-9.7,13259,2014
PS2404-117,NYAMALIMBE PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAMALIMBE,GOVERNMENT,32.411102,-3.087219,92.59,136.48,30.1,2140,2014
PS2404-118,NYAMALULU PR. SCHOOL,GEITA,GEITA VIJIJINI,KASEME,GOVERNMENT,31.963959,-3.119526,36.59,92.95,15.9,11225,2014
PS2404-119,NYAMAZONDOLIMA PR. SCHOOL,GEITA,GEITA VIJIJINI,BUJULA,GOVERNMENT,32.38018989,-3.152363048,40.91,98.31,-2.93,9705,2014
PS2404-120,NYAMBAYA PR. SCHOOL,GEITA,GEITA VIJIJINI,KATOMA,GOVERNMENT,32.068668,-2.55288,57.45,110.83,25.62,6248,2014
PS2404-121,NYAMBOGE PR. SCHOOL,GEITA,GEITA VIJIJINI,KATOMA,GOVERNMENT,32.068668,-2.55288,79.82,122.78,26.34,3791,2014
PS2404-122,NYAMIBOGA PR. SCHOOL,GEITA,GEITA VIJIJINI,BUJULA,GOVERNMENT,32.36953099,-3.157675969,56.6,109.51,6.04,6564,2014
PS2404-123,NYAMIGANA PR. SCHOOL,GEITA,GEITA VIJIJINI,KAGU,GOVERNMENT,32.07808926,-2.7330503,75,119.58,5.84,4356,2014
PS2404-124,NYAMIGOGO PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAMALIMBE,GOVERNMENT,32.411102,-3.087219,49.12,104.77,15.56,7838,2014
PS2404-125,NYAMIGOTA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAMIGOTA,GOVERNMENT,32.009225,-2.944703,79.76,120.06,20.14,4250,2014
PS2404-126,NYAMILYANGO PR. SCHOOL,GEITA,GEITA VIJIJINI,BUGULULA,GOVERNMENT,32.171576,-2.716938,48.15,108.89,8.66,6715,2014
PS2404-127,NYAMISEBEI PR. SCHOOL,GEITA,GEITA VIJIJINI,KASEME,GOVERNMENT,31.963959,-3.119526,95.45,138.09,56.7,2001,2014
PS2404-128,NYAMSENGA PR. SCHOOL,GEITA,GEITA VIJIJINI,LWAMGASA,GOVERNMENT,32.08633948,-3.078819714,48.28,109.41,6.74,6590,2014
PS2404-129,NYAMTUNDU PR. SCHOOL,GEITA,GEITA VIJIJINI,BUSANDA,GOVERNMENT,32.085492,-3.011792,74.36,119.85,39,4298,2014
PS2404-130,NYAMWILOLELWA PR. SCHOOL,GEITA,GEITA VIJIJINI,CHIGUNGA,GOVERNMENT,31.995056,-2.813482,65.22,108.7,2.97,6750,2014
PS2404-131,NYANG'HANGA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAMALIMBE,GOVERNMENT,32.411102,-3.087219,51.61,96.58,-0.39,10221,2014
PS2404-132,NYANKONGOCHORO PR. SCHOOL,GEITA,GEITA VIJIJINI,LUBANGA,GOVERNMENT,32.45108673,-2.636054625,87.36,122.66,29.85,3809,2014
PS2404-133,NYANSALWA PR. SCHOOL,GEITA,GEITA VIJIJINI,BUGULULA,GOVERNMENT,32.171576,-2.716938,60,110.23,29.77,6390,2014
PS2404-134,NYANTIKA PR. SCHOOL,GEITA,GEITA VIJIJINI,BUSANDA,GOVERNMENT,32.085492,-3.011792,92.59,134.33,58.11,2365,2014
PS2404-135,NYARUGUSU PR. SCHOOL,GEITA,GEITA VIJIJINI,NYARUGUSU,GOVERNMENT,32.250645,-3.161585,54.17,102.97,-5.23,8358,2014
PS2404-136,NYARUYEYE PR. SCHOOL,GEITA,GEITA VIJIJINI,NYARUGUSU,NON GOVERNMENT,32.250645,-3.161585,78.46,119.69,35.66,4325,2014
PS2404-137,NYASEKI PR. SCHOOL,GEITA,GEITA VIJIJINI,BUTOBELA,GOVERNMENT,32.387209,-3.235374,47.37,102.26,-27.03,8548,2014
PS2404-138,NYASHIHIMA PR. SCHOOL,GEITA,GEITA VIJIJINI,KAMENA,GOVERNMENT,32.27895891,-3.10355594,24.44,85.64,2.07,13080,2014
PS2404-139,NYAWILIMILWA PR. SCHOOL,GEITA,GEITA VIJIJINI,KAGU,GOVERNMENT,32.11233068,-2.765008702,66.1,117.4,4.78,4803,2014
PS2404-140,NZERA PR. SCHOOL,GEITA,GEITA VIJIJINI,NZERA,GOVERNMENT,32.147005,-2.605384,60,107.8,16.75,6982,2014
PS2404-141,SANZA PR. SCHOOL,GEITA,GEITA VIJIJINI,CHIGUNGA,GOVERNMENT,31.995056,-2.813482,75,114.05,16.12,5530,2014
PS2404-142,SARAGULWA PR. SCHOOL,GEITA,GEITA VIJIJINI,CHIGUNGA,GOVERNMENT,31.995056,-2.813482,59.02,102.59,-7.65,8470,2014
PS2404-143,SENGA PR. SCHOOL,GEITA,GEITA VIJIJINI,SENGA,GOVERNMENT,32.025733,-2.653927,44.07,100.19,-25.73,9167,2014
PS2404-144,SHAHENDE PR. SCHOOL,GEITA,GEITA VIJIJINI,BUTOBELA,GOVERNMENT,32.387209,-3.235374,37.04,82.41,-14.18,13768,2014
PS2404-145,SHILABELA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAMIGOTA,GOVERNMENT,32.009225,-2.944703,100,183,28.48,255,2014
PS2404-146,TEMBO PR. SCHOOL,GEITA,GEITA VIJIJINI,KASEME,GOVERNMENT,31.963959,-3.119526,67.57,112.89,17.89,5750,2014
PS2404-147,TOLOGO PR. SCHOOL,GEITA,GEITA VIJIJINI,NYARUGUSU,GOVERNMENT,32.250645,-3.161585,48.39,95,-19.88,10679,2014
PS2404-148,UHURU PR. SCHOOL,GEITA,GEITA VIJIJINI,KATORO,GOVERNMENT,31.956546,-3.032886,94.44,138.58,21.8,1960,2014
PS2404-149,WIGO PR. SCHOOL,GEITA,GEITA VIJIJINI,NYARUGUSU,GOVERNMENT,32.250645,-3.161585,17.95,84.92,-2.63,13263,2014
PS2404-150,ZAHANATI PR. SCHOOL,GEITA,GEITA VIJIJINI,NYARUGUSU,GOVERNMENT,32.250645,-3.161585,87.78,128.09,30.53,3038,2014
PS2404-151,ZIWANI PR. SCHOOL,GEITA,GEITA VIJIJINI,NYARUGUSU,GOVERNMENT,32.250645,-3.161585,70.87,112.54,7.59,5842,2014
PS2404-152,NYANDAGO PR. SCHOOL,GEITA,GEITA VIJIJINI,NYACHILULUMA,GOVERNMENT,31.872655,-2.760057,35,90.63,2.1,11844,2014
PS2404-153,NGULA PR. SCHOOL,GEITA,GEITA VIJIJINI,BUJULA,GOVERNMENT,32.396714,-3.155887,38.6,96.74,-8.34,10180,2014
PS2404-154,BUGANDO PR. SCHOOL,GEITA,GEITA VIJIJINI,NZERA,GOVERNMENT,32.147005,-2.605384,57.32,102.9,3.42,8373,2014
PS2404-155,LWEMO PR. SCHOOL,GEITA,GEITA VIJIJINI,KAGU,GOVERNMENT,32.0168716,-2.7354982,30.65,87.58,-2.02,12617,2014
PS2404-156,LUKUMBO PR. SCHOOL,GEITA,GEITA VIJIJINI,NYACHILULUMA,GOVERNMENT,31.872655,-2.760057,94.74,166.29,41.26,591,2014
PS2404-157,IGANDO PR. SCHOOL,GEITA,GEITA VIJIJINI,KASEME,GOVERNMENT,31.963959,-3.119526,87.5,133.92,-10.89,2409,2014
PS2404-158,ISHIMBA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAMALIMBE,GOVERNMENT,32.411102,-3.087219,44.44,100.94,-10.85,8951,2014
PS2404-159,LUDETE PR. SCHOOL,GEITA,GEITA VIJIJINI,KATORO,GOVERNMENT,31.93923076,-3.000041203,60.89,110.18,-4.85,6400,2014
PS2404-160,KIZIBA PR. SCHOOL,GEITA,GEITA VIJIJINI,NYAKAGOMBA,GOVERNMENT,31.941904,-2.869594,40,94.58,-5.45,10797,2014
PS2404-161,BWEYA PR. SCHOOL,GEITA,GEITA VIJIJINI,LWEZERA,GOVERNMENT,32.208603,-2.577879,19.44,82.22,-23.48,13808,2014
PS2404-162,MEMBE PR. SCHOOL,GEITA,GEITA VIJIJINI,LWEZERA,GOVERNMENT,32.208603,-2.577879,33.33,94.8,-1.15,10736,2014
PS2404-163,KAPAPANI PR. SCHOOL,GEITA,GEITA VIJIJINI,NZERA,GOVERNMENT,32.147005,-2.605384,70.83,109.96,9.65,6472,2014
PS2404-164,CHELAMENO PR. SCHOOL,GEITA,GEITA VIJIJINI,,,32.17348042,-2.865072372,100,140.04,0,1830,2014
PS2404-165,NUNGWE PR. SCHOOL,GEITA,GEITA VIJIJINI,,,32.17348042,-2.865072372,85.45,136.33,0,2155,2014
PS2405-001,BUDODA PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.19955886,-3.754909489,27.27,85.58,2.03,13095,2014
PS2405-002,BUGALAGALA PR. SCHOOL,GEITA,MBOGWE,IKOBE,GOVERNMENT,31.99591305,-3.303052227,20,73.87,-12,15113,2014
PS2405-003,BUKANDWE PR. SCHOOL,GEITA,MBOGWE,BUKANDWE,GOVERNMENT,32.268489,-3.668037,30.95,88.52,-9.07,12370,2014
PS2405-004,BULILILA PR. SCHOOL,GEITA,MBOGWE,NYASATO,GOVERNMENT,32.25266962,-3.43591534,77.78,118.67,29.78,4536,2014
PS2405-005,BULUGALA PR. SCHOOL,GEITA,MBOGWE,NYASATO,GOVERNMENT,32.206833,-3.449736,63.89,107.03,-27.5,7193,2014
PS2405-006,BULUHE PR. SCHOOL,GEITA,MBOGWE,IPONYA,GOVERNMENT,32.11520317,-3.751897065,43.24,98.68,27.32,9593,2014
PS2405-007,BUNIGONZI PR. SCHOOL,GEITA,MBOGWE,USHIRIKA,GOVERNMENT,32.280223,-3.393141,65.71,116.89,0,4904,2014
PS2405-008,BUNYIHUNA PR. SCHOOL,GEITA,MBOGWE,IPONYA,GOVERNMENT,32.07759907,-3.699989662,36.59,84.07,4.57,13436,2014
PS2405-009,BUSABAGA PR. SCHOOL,GEITA,MBOGWE,IKOBE,GOVERNMENT,31.997545,-3.333645,41.18,101.29,16.81,8854,2014
PS2405-010,BUSAMBILO PR. SCHOOL,GEITA,MBOGWE,IPONYA,GOVERNMENT,32.04509052,-3.71156982,37.93,95.81,22.91,10437,2014
PS2405-011,BUTIMBA PR. SCHOOL,GEITA,MBOGWE,USHIRIKA,GOVERNMENT,32.25547501,-3.369735232,48.78,96.12,2.01,10353,2014
PS2405-012,BUZIGOZIGO PR. SCHOOL,GEITA,MBOGWE,IKUNGUIGAZI,GOVERNMENT,31.98708903,-3.271112223,37.5,89.75,-4.82,12069,2014
PS2405-013,BUZIGULA PR. SCHOOL,GEITA,MBOGWE,USHIRIKA,GOVERNMENT,32.280223,-3.393141,64.29,115.61,17.94,5210,2014
PS2405-014,BWENDAMWIZO PR. SCHOOL,GEITA,MBOGWE,NGEMO,GOVERNMENT,32.22106147,-3.325508587,89.29,134.43,25.15,2351,2014
PS2405-015,BWENDASEKO PR. SCHOOL,GEITA,MBOGWE,MBOGWE,GOVERNMENT,32.15164753,-3.324257081,18.75,80.38,-0.99,14143,2014
PS2405-016,IBAMBULA PR. SCHOOL,GEITA,MBOGWE,IKUNGUIGAZI,GOVERNMENT,31.94133379,-3.279658026,100,215.11,18.5,25,2014
PS2405-017,IKOBE PR. SCHOOL,GEITA,MBOGWE,IKOBE,GOVERNMENT,31.98927237,-3.34583122,54.72,104.25,6.79,7992,2014
PS2405-018,IKUNGUIGAZI PR. SCHOOL,GEITA,MBOGWE,IKUNGUIGAZI,GOVERNMENT,31.92604252,-3.237688907,66.67,120.87,-9.03,4098,2014
PS2405-019,ILANGALE PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.10646461,-3.647824733,50,103.52,-5,8185,2014
PS2405-020,ILOLANGULU PR. SCHOOL,GEITA,MBOGWE,ILOLANGULU,GOVERNMENT,32.07999604,-3.301125751,34.04,88.72,-32.92,12317,2014
PS2405-021,IPONYA PR. SCHOOL,GEITA,MBOGWE,IPONYA,GOVERNMENT,32.10492733,-3.708665571,36.54,94.21,-5.29,10889,2014
PS2405-022,ISEBYA PR. SCHOOL,GEITA,MBOGWE,ISEBYA,GOVERNMENT,32.05375919,-3.244239162,76.67,112.7,-3.41,5803,2014
PS2405-023,ISHIGAMVA PR. SCHOOL,GEITA,MBOGWE,IKOBE,GOVERNMENT,31.99811034,-3.390507636,86.96,129.57,43.03,2865,2014
PS2405-024,ISUNGABULA PR. SCHOOL,GEITA,MBOGWE,NYASATO,GOVERNMENT,32.16734588,-3.460069833,48.84,106.74,3,7282,2014
PS2405-025,ITIMBYA PR. SCHOOL,GEITA,MBOGWE,MBOGWE,GOVERNMENT,32.16872,-3.35261,75,132.5,54.39,2554,2014
PS2405-026,IVUMWA PR. SCHOOL,GEITA,MBOGWE,NGEMO,GOVERNMENT,32.2699104,-3.250769408,7.89,69.11,-17.46,15498,2014
PS2405-027,KABANGA PR. SCHOOL,GEITA,MBOGWE,LULEMBELA,GOVERNMENT,31.895218,-3.264801,85.71,141.43,35.79,1717,2014
PS2405-028,KAGERA PR. SCHOOL,GEITA,MBOGWE,IKUNGUIGAZI,GOVERNMENT,31.97905688,-3.248508153,100,196.74,29.6,101,2014
PS2405-029,KAKOLA-MBOGWE PR. SCHOOL,GEITA,MBOGWE,ILOLANGULU,GOVERNMENT,32.14209903,-3.291248958,36.96,89.57,-9.29,12113,2014
PS2405-030,KAKUMBI PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.228267,-3.542523,44.9,100.94,1.47,8954,2014
PS2405-031,KANEGERE PR. SCHOOL,GEITA,MBOGWE,BUKANDWE,GOVERNMENT,32.27227781,-3.697312699,80,123.1,14.16,3747,2014
PS2405-032,KASAKA PR. SCHOOL,GEITA,MBOGWE,NYASATO,GOVERNMENT,32.17239652,-3.42825025,69.23,116.65,-7.7,4965,2014
PS2405-033,KASHELO PR. SCHOOL,GEITA,MBOGWE,LULEMBELA,GOVERNMENT,31.895218,-3.264801,85.71,121.14,35.16,4057,2014
PS2405-034,KISEKE PR. SCHOOL,GEITA,MBOGWE,ISEBYA,GOVERNMENT,32.02407221,-3.250036301,23.53,68.71,-15.93,15528,2014
PS2405-035,KISUMO PR. SCHOOL,GEITA,MBOGWE,NANDA,GOVERNMENT,32.07059639,-3.418766961,61.9,99.71,16.97,9308,2014
PS2405-036,LUBEHO PR. SCHOOL,GEITA,MBOGWE,NYAKAFULU,GOVERNMENT,32.11776897,-3.605917272,74.36,119.97,22.06,4270,2014
PS2405-037,LUGUNGA PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.22986114,-3.521365411,46.34,96.2,2.58,10334,2014
PS2405-038,LUHALA PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.24856036,-3.532218077,34.62,92.21,4.21,11417,2014
PS2405-039,LULEMBELA PR. SCHOOL,GEITA,MBOGWE,LULEMBELA,GOVERNMENT,31.895218,-3.264801,100,154.32,16.2,959,2014
PS2405-040,MAGUTA PR. SCHOOL,GEITA,MBOGWE,BUKANDWE,GOVERNMENT,32.28996246,-3.652385261,35.48,95.81,14.5,10438,2014
PS2405-041,MAPINDUZI PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.22639761,-3.518268747,82.93,117.61,15.7,4754,2014
PS2405-042,MASUMBWE PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.16052825,-3.652653246,78.16,118.43,-9.56,4586,2014
PS2405-043,MBOGWE PR. SCHOOL,GEITA,MBOGWE,MBOGWE,GOVERNMENT,32.18581134,-3.35033873,63.16,106.13,16.65,7443,2014
PS2405-044,MGAYA PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.228267,-3.542523,58.54,99.39,24.65,9400,2014
PS2405-045,MKAPA PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.15829,-3.687952,51.81,107.46,-17.63,7082,2014
PS2405-046,MLALE PR. SCHOOL,GEITA,MBOGWE,USHIRIKA,GOVERNMENT,32.24532017,-3.359595613,73.91,148.04,55.74,1267,2014
PS2405-047,MLANGE PR. SCHOOL,GEITA,MBOGWE,NYASATO,GOVERNMENT,32.206833,-3.449736,86.21,118,-14.03,4664,2014
PS2405-048,MPAKALI PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.28064589,-3.568681906,15.38,73.62,-5.65,15139,2014
PS2405-049,MPONDA PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.30479236,-3.509175796,27.59,88.28,5.31,12446,2014
PS2405-050,MSENDAMILA PR. SCHOOL,GEITA,MBOGWE,ILOLANGULU,GOVERNMENT,32.10207466,-3.340477627,30.77,90.15,2.5,11978,2014
PS2405-051,MUBAMBA PR. SCHOOL,GEITA,MBOGWE,ILOLANGULU,GOVERNMENT,32.07486075,-3.345228492,18.46,74.51,-38.81,15039,2014
PS2405-052,MUGELELE PR. SCHOOL,GEITA,MBOGWE,ISEBYA,GOVERNMENT,32.01189246,-3.225257311,84,123.84,19.52,3636,2014
PS2405-053,MWABUKWALULE PR. SCHOOL,GEITA,MBOGWE,USHIRIKA,GOVERNMENT,32.3097695,-3.46172243,83.33,126.79,21.51,3202,2014
PS2405-054,MWAGIMAGI PR. SCHOOL,GEITA,MBOGWE,LUGUNGA,GOVERNMENT,32.23130758,-3.579488205,56.25,102.69,11.64,8441,2014
PS2405-055,MWANZA PR. SCHOOL,GEITA,MBOGWE,MBOGWE,GOVERNMENT,32.18318309,-3.306490086,12.5,71.75,-22.72,15300,2014
PS2405-056,MWINGILO PR. SCHOOL,GEITA,MBOGWE,IKUNGUIGAZI,GOVERNMENT,31.95404627,-3.213856187,45.45,105.73,-5.04,7555,2014
PS2405-057,NANDA PR. SCHOOL,GEITA,MBOGWE,NANDA,GOVERNMENT,32.10172893,-3.40340059,67.31,105.37,8.85,7653,2014
PS2405-058,NGEMO PR. SCHOOL,GEITA,MBOGWE,NGEMO,GOVERNMENT,32.2252224,-3.26407009,71.05,121.55,6.32,4000,2014
PS2405-059,NGEZI PR. SCHOOL,GEITA,MBOGWE,USHIRIKA,GOVERNMENT,32.29887411,-3.390854554,78.57,136.57,7.1,2132,2014
PS2405-060,NHOMOLWA PR. SCHOOL,GEITA,MBOGWE,NHOMOLWA,GOVERNMENT,32.37912332,-3.678369496,75,127.68,51.41,3082,2014
PS2405-061,NHUNGWIZA PR. SCHOOL,GEITA,MBOGWE,BUKANDWE,GOVERNMENT,32.26411219,-3.606843845,62.07,101.21,10.52,8883,2014
PS2405-062,NSANGO PR. SCHOOL,GEITA,MBOGWE,IPONYA,GOVERNMENT,32.03062104,-3.744154538,52.27,102.02,13.99,8623,2014
PS2405-063,NYANG'HOLONGO PR. SCHOOL,GEITA,MBOGWE,,,32.05292594,-3.410156151,39.02,87.12,10.74,12738,2014
PS2405-064,NYAKAFULU PR. SCHOOL,GEITA,MBOGWE,NYAKAFULU,GOVERNMENT,32.19163246,-3.596958118,87.5,128.83,10.57,2942,2014
PS2405-065,NYAKASALUMA PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.17454367,-3.715427498,21.82,82.38,-3.92,13775,2014
PS2405-066,NYAMBUBI PR. SCHOOL,GEITA,MBOGWE,MBOGWE,GOVERNMENT,32.12860871,-3.330858597,62.07,106.28,-5.4,7400,2014
PS2405-067,NYAMIMBI PR. SCHOOL,GEITA,MBOGWE,NHOMOLWA,GOVERNMENT,32.33861399,-3.711549429,50,103.8,17.76,8113,2014
PS2405-068,NYANG'HWALE PR. SCHOOL,GEITA,MBOGWE,NANDA,GOVERNMENT,32.11915138,-3.37835042,41.38,93.72,28.69,11039,2014
PS2405-069,NYANHWIGA PR. SCHOOL,GEITA,MBOGWE,NHOMOLWA,GOVERNMENT,32.39140299,-3.642327903,61.76,111.35,10.38,6094,2014
PS2405-070,NYASATO PR. SCHOOL,GEITA,MBOGWE,NYASATO,GOVERNMENT,32.2098183,-3.416006363,34.09,94.02,2.78,10950,2014
PS2405-071,NYASHIMBA PR. SCHOOL,GEITA,MBOGWE,IPONYA,GOVERNMENT,32.08175646,-3.754594315,81.4,126.72,35.84,3212,2014
PS2405-072,NYASHINGE PR. SCHOOL,GEITA,MBOGWE,ISEBYA,GOVERNMENT,32.10221133,-3.237933244,34.78,93,10.53,11214,2014
PS2405-073,NYERERE PR. SCHOOL,GEITA,MBOGWE,NYAKAFULU,GOVERNMENT,32.17662326,-3.637362314,92.68,142.33,17.18,1647,2014
PS2405-074,NYITUNDU PR. SCHOOL,GEITA,MBOGWE,NGEMO,GOVERNMENT,32.2407683,-3.308951309,30.43,86.43,-13.32,12895,2014
PS2405-075,SHENDA PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.14439673,-3.677369597,100,146.61,49.3,1370,2014
PS2405-076,USHETU-MBOGWE PR. SCHOOL,GEITA,MBOGWE,,,32.16031431,-3.460206692,71.43,132.11,50,2594,2014
PS2405-077,MAJENGO PR. SCHOOL,GEITA,MBOGWE,LULEMBELA,GOVERNMENT,31.895218,-3.264801,93.75,156,17.55,885,2014
PS2405-078,UHURU PR. SCHOOL,GEITA,MBOGWE,NYAKAFULU,GOVERNMENT,32.16049,-3.6099,97.06,157.21,40.91,850,2014
PS2405-079,MUUNGANO PR. SCHOOL,GEITA,MBOGWE,MASUMBWE,GOVERNMENT,32.15829,-3.687952,70.13,115.31,-3.58,5272,2014
PS2405-080,KASANDALALA,GEITA,MBOGWE,,,32.16031431,-3.460206692,98.85,153.93,0,983,2014
PS2406-001,BUJULA PR. SCHOOL,GEITA,NYANG'HWALE,NYABULANDA,GOVERNMENT,32.60408704,-3.147129597,82.61,125.61,51.47,3380,2014
PS2406-002,BUKUNGU PR. SCHOOL,GEITA,NYANG'HWALE,KHARUMWA,GOVERNMENT,32.66953654,-3.159895952,51.85,104.28,22.36,7986,2014
PS2406-003,BUKWIMBA PR. SCHOOL,GEITA,NYANG'HWALE,BUKWIMBA,GOVERNMENT,32.60764601,-3.337047313,38,95.08,6.72,10662,2014
PS2406-004,BULANGALE PR. SCHOOL,GEITA,NYANG'HWALE,BUKWIMBA,GOVERNMENT,32.6065858,-3.354633874,26.15,77.65,-3.44,14617,2014
PS2406-005,BULULU PR. SCHOOL,GEITA,NYANG'HWALE,KAKORA,GOVERNMENT,32.60408704,-3.147129597,100,167.95,83.09,561,2014
PS2406-006,BUMANDA PR. SCHOOL,GEITA,NYANG'HWALE,KHARUMWA,GOVERNMENT,32.60643573,-3.185295485,96.88,138.88,63.31,1934,2014
PS2406-007,BUPAMBA PR. SCHOOL,GEITA,NYANG'HWALE,KHARUMWA,GOVERNMENT,32.64511505,-3.197866643,73.4,121.04,11.62,4077,2014
PS2406-008,BUSOLWA PR. SCHOOL,GEITA,NYANG'HWALE,BUSOLWA,GOVERNMENT,32.6286333,-2.996314571,98.68,180.96,94.26,302,2014
PS2406-009,IBAMBILA PR. SCHOOL,GEITA,NYANG'HWALE,NYANG'HWALE,GOVERNMENT,32.60408704,-3.147129597,65.12,128.79,25.46,2951,2014
PS2406-010,IFUGANDI PR. SCHOOL,GEITA,NYANG'HWALE,BUSOLWA,GOVERNMENT,32.64980279,-3.039131536,74.47,121.3,35.12,4034,2014
PS2406-011,IHUSHI PR. SCHOOL,GEITA,NYANG'HWALE,SHABAKA,GOVERNMENT,32.5215185,-3.023557893,53.13,116.34,-9.16,5037,2014
PS2406-012,IKANGALA PR. SCHOOL,GEITA,NYANG'HWALE,KHARUMWA,GOVERNMENT,32.69805914,-3.187796331,72.5,119.38,20.6,4396,2014
PS2406-013,ISONDA PR. SCHOOL,GEITA,NYANG'HWALE,NYUGWA,GOVERNMENT,32.68985286,-3.298971277,25.81,79.19,-25.86,14357,2014
PS2406-014,ITETEMIA PR. SCHOOL,GEITA,NYANG'HWALE,NYABULANDA,GOVERNMENT,32.60408704,-3.147129597,63.41,120.9,-10.03,4094,2014
PS2406-015,IYENZE PR. SCHOOL,GEITA,NYANG'HWALE,MWINGIRO,GOVERNMENT,32.4857991,-3.178746632,82.14,137.29,34.77,2069,2014
PS2406-016,IYOGELO PR. SCHOOL,GEITA,NYANG'HWALE,NYIJUNDU,GOVERNMENT,32.63473435,-3.103486051,36.36,88.3,-7.76,12436,2014
PS2406-017,IZUNYA PR. SCHOOL,GEITA,NYANG'HWALE,IZUNYA,GOVERNMENT,32.62362809,-3.230011451,97.56,137.98,42.6,2015,2014
PS2406-018,KABOHA PR. SCHOOL,GEITA,NYANG'HWALE,BUSOLWA,GOVERNMENT,32.54886956,-2.971315337,90.48,128.29,40.12,3008,2014
PS2406-019,KAFITA PR. SCHOOL,GEITA,NYANG'HWALE,KAFITA,GOVERNMENT,32.58279892,-3.2343741,40.48,98.9,-0.55,9534,2014
PS2406-020,KAKORA PR. SCHOOL,GEITA,NYANG'HWALE,KAKORA,GOVERNMENT,32.72275497,-3.09093762,47.67,97.6,2.89,9940,2014
PS2406-021,KASUBUYA PR. SCHOOL,GEITA,NYANG'HWALE,BUKWIMBA,GOVERNMENT,32.56232197,-3.358577485,67.35,110.76,31.64,6264,2014
PS2406-022,KAYENZE PR. SCHOOL,GEITA,NYANG'HWALE,KAFITA,GOVERNMENT,32.60294135,-3.283669263,56.67,108.55,19.18,6783,2014
PS2406-023,KHARUMWA PR. SCHOOL,GEITA,NYANG'HWALE,KHARUMWA,GOVERNMENT,32.65896645,-3.199083638,76.92,116.08,7.83,5086,2014
PS2406-024,KIKWETE PR. SCHOOL,GEITA,NYANG'HWALE,NYIJUNDU,GOVERNMENT,32.67905849,-3.071582944,61.54,109.59,-7.18,6547,2014
PS2406-025,KITONGO PR. SCHOOL,GEITA,NYANG'HWALE,KAKORA,GOVERNMENT,32.71709755,-3.145742536,50,98.45,9.81,9654,2014
PS2406-026,KONA PR. SCHOOL,GEITA,NYANG'HWALE,BUSOLWA,GOVERNMENT,32.59840341,-3.00451841,83.72,120.05,35.69,4254,2014
PS2406-027,LUBANDO PR. SCHOOL,GEITA,NYANG'HWALE,SHABAKA,GOVERNMENT,32.45939737,-2.935504427,68.97,117.55,20.87,4764,2014
PS2406-028,LUSHIMBA PR. SCHOOL,GEITA,NYANG'HWALE,KAFITA,GOVERNMENT,32.56103406,-3.236807514,54.84,101.06,1.91,8919,2014
PS2406-029,LYULU PR. SCHOOL,GEITA,NYANG'HWALE,BUKWIMBA,GOVERNMENT,32.67636603,-3.389580441,64.71,113.76,9.57,5590,2014
