CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,CHANGE_PREVIOUS_YEAR_PASS_RATE,AVG_GPA,CHANGE_PREVIOUS_YEAR_GPA,RANK,YEAR_OF_RESULT,MORE_THAN_40,NATIONAL_RANK_ALL,REGIONAL_RANK_ALL,DISTRICT_RANK_ALL,PUPIL_TEACHER_RATIO
S3133,WIGAMBA SECONDARY SCHOOL,MBEYA,MBEYA URBAN,IGANZO,GOVERNMENT,33.45335061,-8.897915471,75.42,,1.6476,-3.0865,633,2014,YES,,,,
S3134,LEGICO SECONDARY SCHOOL,MBEYA,MBEYA URBAN,ITIJI,GOVERNMENT,33.43243851,-8.896022818,74.55,,1.2658,-3.8779,1473,2014,YES,,,,
S3135,KAFUNDO SECONDARY SCHOOL,MBEYA,KYELA,IPINDA,GOVERNMENT,33.88572882,-9.469782881,59.32,,1.263,-3.7298,1482,2014,YES,,,,
S3136,SINDE SECONDARY SCHOOL,MBEYA,MBEYA URBAN,SINDE,GOVERNMENT,33.46039739,-8.903605078,69.29,,1.3676,-3.8643,1183,2014,YES,,,,
S3137,LUPETA  SECONDARY SCHOOL,MBEYA,MBEYA URBAN,IYUNGA,GOVERNMENT,33.40714,-8.940979,62.9,,1.2942,-3.6443,1390,2014,YES,,,,
S3138,MWAKIBETE SECONDARY SCHOOL,MBEYA,MBEYA URBAN,MWAKIBETE,GOVERNMENT,33.48106477,-8.926625112,73.24,,1.306,-3.3796,1354,2014,YES,,,,
S3139,IYELA SECONDARY SCHOOL,MBEYA,MBEYA URBAN,IYELA,GOVERNMENT,33.45585612,-8.938089571,81.69,,1.4577,-3.3956,962,2014,YES,,,,
S3140,NZONDAHAKI SECONDARY SCHOOL,MBEYA,MBEYA URBAN,NZOVWE,GOVERNMENT,33.43561893,-8.93198148,69.75,,1.5986,-3.2892,699,2014,YES,,,,
S3141,MPONJA SECONDARY SCHOOL,MBEYA,MBEYA URBAN,IGAWILO,GOVERNMENT,33.56793218,-8.898735251,50.48,,1.1201,-3.7418,1842,2014,YES,,,,
S3143,IGIMA SECONDARY SCHOOL,NJOMBE,NJOMBE,IGIMA,GOVERNMENT,34.74951481,-9.191297993,72.58,,1.5214,-3.88,827,2014,YES,,,,
S3146,IDETERO SECONDARY SCHOOL,IRINGA,MUFINDI,MTWANGO,GOVERNMENT,35.33509953,-8.55053969,59.32,,1.2102,-3.813,1618,2014,YES,,,,
S3147,KASANGA SECONDARY SCHOOL,IRINGA,MUFINDI,KASANGA,GOVERNMENT,35.13439241,-8.647387939,57.69,,1.1277,-4.0348,1828,2014,YES,,,,
S3148,MAKUNGU SECONDARY SCHOOL,IRINGA,MUFINDI,MAKUNGU,GOVERNMENT,35.30588908,-8.704617429,88.37,,1.5659,-3.4746,750,2014,YES,,,,
S3149,IHOWANZA SECONDARY SCHOOL,IRINGA,MUFINDI,IHOWANZA,GOVERNMENT,34.75663612,-8.558028003,80.43,,1.3671,-3.3953,1186,2014,YES,,,,
S3150,ILONGO SECONDARY SCHOOL,IRINGA,MUFINDI,IKWEHA,GOVERNMENT,34.94149206,-8.333848046,63.46,,1.2972,-3.6336,1383,2014,YES,,,,
S3153,BUJIKU SAKILA SECONDARY SCHOOL,MWANZA,KWIMBA,NGUDU,GOVERNMENT,33.24106575,-2.959620305,76.84,,1.6797,-3.4051,583,2014,YES,,,,
S3154,SIMBANI SECONDARY SCHOOL,PWANI,KIBAHA,,,38.55091591,-6.817426621,68.18,,1.1889,-4.0978,1671,2014,YES,,,,
S3156,MWANALUGALI SECONDARY SCHOOL,PWANI,KIBAHA,,,38.55091591,-6.817426621,80.7,,1.3498,-3.878,1237,2014,YES,,,,
S3157,BUNDIKANI SECONDARY SCHOOL,PWANI,KIBAHA,,,38.55091591,-6.817426621,65.52,,1.3657,-3.9335,1193,2014,YES,,,,
S3167,IKAMA  SECONDARY SCHOOL,MBEYA,KYELA,TALATALA,GOVERNMENT,33.88337502,-9.511046615,54.55,,1.0563,-4.561,1973,2014,YES,,,,
S3171,MAKWALE SECONDARY SCHOOL,MBEYA,KYELA,MAKWALE,GOVERNMENT,33.92647084,-9.434823174,60.94,,1.2366,-3.8263,1541,2014,YES,,,,
S3172,NGONGA SECONDARY SCHOOL,MBEYA,KYELA,NGONGA,GOVERNMENT,33.90518081,-9.657480601,68.57,,1.3184,-4.0438,1319,2014,YES,,,,
S3173,ITUNGE SECONDARY SCHOOL,MBEYA,KYELA,KYELA,GOVERNMENT,33.89958128,-9.583753016,63,,1.1731,-3.7862,1721,2014,YES,,,,
S3174,IKIMBA SECONDARY SCHOOL,MBEYA,KYELA,IKIMBA,GOVERNMENT,33.80941927,-9.580900256,70,,1.4162,-3.4696,1066,2014,YES,,,,
S3175,KIROMO SECONDARY SCHOOL,PWANI,BAGAMOYO,KIROMO,GOVERNMENT,38.911619,-6.529795,73.58,,1.1312,-4.2846,1816,2014,YES,,,,
S3176,ZINGA SECONDARY SCHOOL,PWANI,BAGAMOYO,ZINGA,GOVERNMENT,38.999434,-6.517733,46.48,,1.0624,-4.3049,1952,2014,YES,,,,
S3179,KINGANI SECONDARY SCHOOL,PWANI,BAGAMOYO,MAGOMENI,GOVERNMENT,38.798171,-6.406437,69.57,,1.3384,-4.0266,1263,2014,YES,,,,
S3180,VIGWAZA SECONDARY SCHOOL,PWANI,BAGAMOYO,VIGWAZA,GOVERNMENT,38.645774,-6.649719,68.18,,1.3434,-4.0935,1252,2014,YES,,,,
S3182,UBENA SECONDARY SCHOOL,PWANI,BAGAMOYO,UBENA,GOVERNMENT,38.40842299,-6.309255233,58.14,,1.1882,-4.3836,1674,2014,YES,,,,
S3189,CHALANGWA SECONDARY SCHOOL,MBEYA,CHUNYA,CHALANGWA,GOVERNMENT,33.56105702,-8.65091917,86,,1.5501,-3.109,781,2014,YES,,,,
S3192,KAMWENE SECONDARY SCHOOL,MOROGORO,KILOMBERO,KAMWENE,GOVERNMENT,36.40595218,-8.471877762,81.08,,1.5189,-3.8017,833,2014,YES,,,,
S3197,KIBAONI SECONDARY SCHOOL,MOROGORO,KILOMBERO,KIBAONI,GOVERNMENT,36.7016239,-8.0881366,88.33,,1.6461,-3.7026,637,2014,YES,,,,
S3202,CANE GROWERS SECONDARY SCHOOL,MOROGORO,KILOMBERO,KIDATU,GOVERNMENT,36.95359361,-7.696924382,77.78,,1.2226,-3.7628,1583,2014,YES,,,,
S3204,NASSORO SEIF SECONDARY SCHOOL,MOROGORO,MVOMERO,MTIBWA,GOVERNMENT,37.64155661,-6.138271857,76.32,,1.5643,-3.8201,752,2014,YES,,,,
S3212,MIKESE SECONDARY SCHOOL,MOROGORO,MOROGORO,MIKESE,GOVERNMENT,37.89579404,-6.754479347,33.33,,0.8002,-4.4311,2262,2014,YES,,,,
S3220,LUMO SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,YOMBO VITUKA,GOVERNMENT,39.22469364,-6.88123605,73.19,,1.3322,-4.0542,1282,2014,YES,,,,
S3221,BARABARA YA MWINYI SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,KILAKALA,GOVERNMENT,39.24539452,-6.881786731,70.09,,1.3639,-4.1062,1196,2014,YES,,,,
S3222,MBAGALA KUU SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,KIJICHI,GOVERNMENT,39.29004567,-6.912463427,62.5,,1.2193,-3.7184,1591,2014,YES,,,,
S3223,MBANDE SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,CHAMAZI,GOVERNMENT,39.21422159,-6.982500715,65.43,,1.1282,-4.1977,1824,2014,YES,,,,
S3224,SAKU SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,CHAMANZI,GOVERNMENT,39.22783821,-6.926898306,66.22,,1.2686,-4.3478,1467,2014,YES,,,,
S3225,CHARAMBE SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,MIANZINI,GOVERNMENT,39.262845,-6.934931,61.9,,1.1864,-4.2497,1683,2014,YES,,,,
S3226,NZASA SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,CHARAMBE,GOVERNMENT,39.25977424,-6.92612208,68.2,,1.4016,-3.8049,1097,2014,YES,,,,
S3227,MALELA SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,TOANGOMA,GOVERNMENT,39.30539269,-6.932680349,69.64,,1.189,-4.2712,1670,2014,YES,,,,
S3228,MIKWAMBE SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,TOANGOMA,GOVERNMENT,39.33996842,-6.926849457,49.23,,0.9686,-4.1583,2127,2014,YES,,,,
S3229,CHANGANYIKENI SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,TOANGOMA,GOVERNMENT,39.34098793,-6.922126812,49.12,,0.9532,-4.4891,2141,2014,YES,,,,
S3233,KIMBIJI SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,KIMBIJI,GOVERNMENT,39.51049,-7.002586,52.08,,1.1992,-4.3317,1648,2014,YES,,,,
S3235,MINAZINI SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,VIJIBWENI,GOVERNMENT,39.31301577,-6.837494922,50,,1.1,-4.2881,1875,2014,YES,,,,
S3236,KISOTA SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,MJI MWEMA,GOVERNMENT,39.33870679,-6.845492161,57.61,,1.1525,-4.0536,1773,2014,YES,,,,
S3237,TUNGI SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,TUNGI,GOVERNMENT,39.32019048,-6.833944227,66.67,,1.3168,-4.1041,1324,2014,YES,,,,
S3239,MULEBA SECONDARY SCHOOL,KAGERA,MULEBA,GWANSELI,NON GOVERNMENT,31.6408661,-1.910720846,100,,2.6084,-1.4358,187,2014,YES,,,,
S3242,BOMBAMBILI  SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,,,35.62258605,-10.65052101,76.54,,1.6993,-2.7271,564,2014,YES,,,,
S3244,MATOGORO SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,MATOGORO,GOVERNMENT,35.697326,-10.702924,58.06,,1.2632,-3.8926,1481,2014,YES,,,,
S3245,MASHUJAA SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,MJINI,GOVERNMENT,35.656515,-10.674028,47.62,,1.2521,-3.817,1503,2014,YES,,,,
S3247,ZIMANIMOTO SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,MISUFINI,GOVERNMENT,35.644251,-10.672878,50,,1.0642,-3.9912,1946,2014,YES,,,,
S3248,MFARANYAKI  SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,MFARANYAKI,GOVERNMENT,35.637842,-10.677844,75.44,,1.6822,-3.3818,580,2014,YES,,,,
S3249,SAWENI SECONDARY SCHOOL,KILIMANJARO,SAME,HEDARU,GOVERNMENT,37.88246,-4.486727,53.7,,1.2739,-3.8024,1439,2014,YES,,,,
S3250,KASEMPOMBE SECONDARY SCHOOL,KILIMANJARO,SAME,MWEMBE,GOVERNMENT,37.767107,-4.208993,46,,0.9314,-4.2462,2162,2014,YES,,,,
S3251,KWAKOKO SECONDARY SCHOOL,KILIMANJARO,SAME,SAME,GOVERNMENT,37.700252,-4.040937,76.67,,1.3378,-3.9068,1267,2014,YES,,,,
S3252,MVUREKONGEI SECONDARY SCHOOL,KILIMANJARO,SAME,KIHURIO,GOVERNMENT,38.061196,-4.468771,42.42,,0.9874,-4.586,2101,2014,YES,,,,
S3253,KIHURIO SECONDARY SCHOOL,KILIMANJARO,SAME,KIHURIO,GOVERNMENT,38.061196,-4.468771,46.15,,1.0705,-3.4798,1931,2014,YES,,,,
S3255,TAE SECONDARY SCHOOL,KILIMANJARO,SAME,SUJI,GOVERNMENT,37.899686,-4.353329,31.25,,0.9035,-3.9617,2191,2014,YES,,,,
S3256,BWANGA SECONDARY SCHOOL,GEITA,CHATO,BWANGA,GOVERNMENT,31.77791,-3.052174,68.81,,1.3776,-3.4314,1155,2014,YES,,,,
S3258,KIGONGO SECONDARY SCHOOL,GEITA,CHATO,KIGONGO,GOVERNMENT,31.748946,-2.463694,71.19,,1.3647,-3.3031,1195,2014,YES,,,,
S3260,KACHWAMBA SECONDARY SCHOOL,GEITA,CHATO,KASENGA,GOVERNMENT,31.476974,-2.646346,74.51,,1.532,-3.0232,808,2014,YES,,,,
S3262,BURUNGURA SECONDARY SCHOOL,KAGERA,MULEBA,BURUNGURA,GOVERNMENT,31.39168995,-1.916908274,41.86,,0.997,-4.1906,2072,2014,YES,,,,
S3263,KIBANGA SECONDARY SCHOOL,KAGERA,MULEBA,KIBANGA,GOVERNMENT,31.56939944,-1.893297291,60.42,,1.1753,-3.9004,1716,2014,YES,,,,
S3265,MAYONDWE SECONDARY SCHOOL,KAGERA,MULEBA,MAYONDWE,GOVERNMENT,31.73452301,-1.54890082,75,,1.3855,-3.4269,1134,2014,YES,,,,
S3266,NGENGE SECONDARY SCHOOL,KAGERA,MULEBA,NGENGE,GOVERNMENT,31.45138449,-1.771952578,38,,0.9237,-4.541,2167,2014,YES,,,,
S3267,KABIRIZI SECONDARY SCHOOL,KAGERA,MULEBA,KABIRIZI,GOVERNMENT,31.53709782,-1.683696036,31.11,,0.9947,-4.4342,2078,2014,YES,,,,
S3268,MORNING STAR SECONDARY SCHOOL,MWANZA,,,,32.9,-2.51667,100,,3.9653,3.9653,22,2014,YES,,,,
S3273,BILELE SECONDARY SCHOOL,KAGERA,BUKOBA URBAN,BILELE,GOVERNMENT,31.811978,-1.333517,59.68,,1.2941,-3.5609,1391,2014,YES,,,,
S3274,KASHAI SECONDARY SCHOOL,KAGERA,BUKOBA URBAN,KASHAI,GOVERNMENT,31.820006,-1.3203,78.48,,1.5706,-2.7952,744,2014,YES,,,,
S3275,RUMULI SECONDARY SCHOOL,KAGERA,BUKOBA URBAN,MIEMBENI,GOVERNMENT,31.823462,-1.337745,76.09,,1.4889,-3.3077,887,2014,YES,,,,
S3277,MIHAMA SECONDARY SCHOOL,MWANZA,ILEMELA,KITANGIRI,GOVERNMENT,32.890582,-2.486507,69.81,,1.2771,-3.7351,1432,2014,YES,,,,
S3278,BUHONGWA SECONDARY SCHOOL,MWANZA,NYAMAGANA,,,32.94839892,-2.62302052,74.83,,1.5447,-3.147,785,2014,YES,,,,
S3279,BUGARIKA SECONDARY SCHOOL,MWANZA,NYAMAGANA,,,32.91863638,-2.534302695,72.73,,1.2351,-3.8629,1544,2014,YES,,,,
S3280,LUMALA SECONDARY SCHOOL,MWANZA,ILEMELA,ILEMELA,GOVERNMENT,32.953345,-2.474115,78.69,,1.8336,-2.9676,460,2014,YES,,,,
S3282,MAISOME SECONDARY SCHOOL,MWANZA,SENGEREMA,MAISOME,GOVERNMENT,32.014449,-2.297029,22.73,,0.7366,-4.6288,2287,2014,YES,,,,
S3283,NYAKASUNGWA SECONDARY SCHOOL,MWANZA,SENGEREMA,NYAKASUNGWA,GOVERNMENT,32.47078623,-2.530577972,61.22,,1.2257,-3.9263,1569,2014,YES,,,,
S3284,KAFUNZO SECONDARY SCHOOL,MWANZA,SENGEREMA,KAFUNZO,GOVERNMENT,32.22006824,-2.475774958,50,,0.9862,-4.5754,2104,2014,YES,,,,
S3285,MWALIGA SECONDARY SCHOOL,MWANZA,SENGEREMA,NYAMAZUGO,GOVERNMENT,32.61202947,-2.587804801,34.78,,0.8879,-4.3018,2204,2014,YES,,,,
S3286,NYAMAHONA SECONDARY SCHOOL,MWANZA,SENGEREMA,KASENYI,GOVERNMENT,32.63845793,-2.526528468,62.71,,1.4387,-3.62,1005,2014,YES,,,,
S3287,NGWELI SECONDARY SCHOOL,MWANZA,SENGEREMA,NYAMPULUKANO,GOVERNMENT,32.66473267,-2.631553027,83.54,,1.5785,-3.2542,728,2014,YES,,,,
S3300,RUNAZI SECONDARY SCHOOL,KAGERA,BIHARAMULO,KABINDI,GOVERNMENT,31.47927451,-2.797672624,74.51,,1.5762,-3.2771,733,2014,YES,,,,
S3304,BOMA SECONDARY SCHOOL,KILIMANJARO,HAI,HAI MJINI,GOVERNMENT,37.15644186,-3.335613255,81.25,,1.5591,-3.5272,766,2014,YES,,,,
S3307,ROO SECONDARY SCHOOL,KILIMANJARO,HAI,MASAMA MASHARIKI,GOVERNMENT,37.19303859,-3.298381052,62,,1.128,-4.254,1825,2014,YES,,,,
S3315,KWALUGURU SECONDARY SCHOOL,TANGA,HANDENI TOWNSHIP AUTHORITY,KWALUGURU,GOVERNMENT,38.0835421,-5.5638359,11.11,,0.6141,-4.927,2318,2014,YES,,,,
S3322,MKATA SECONDARY SCHOOL,TANGA,HANDENI TOWNSHIP AUTHORITY,MKATA,GOVERNMENT,38.2826941,-5.7962154,44.19,,1.1127,-3.9332,1855,2014,YES,,,,
S3332,GANANA  SECONDARY SCHOOL,MANYARA,HANANG,GANANA,GOVERNMENT,35.384152,-4.51352,69.07,,1.3035,-3.1641,1366,2014,YES,,,,
S3348,TOWN SECONDARY SCHOOL,SHINYANGA,SHINYANGA URBAN,MJINI,GOVERNMENT,33.41909533,-3.633172469,67.92,,1.4927,-3.3199,879,2014,YES,,,,
S3351,IBINZAMATA SECONDARY SCHOOL,SHINYANGA,SHINYANGA URBAN,IBINZAMATA,GOVERNMENT,33.40742364,-3.688887559,86.67,,1.6972,-3.1832,567,2014,YES,,,,
S3352,NDALA SECONDARY SCHOOL,SHINYANGA,SHINYANGA URBAN,NDALA,GOVERNMENT,33.39509658,-3.670419703,74.47,,1.4715,-3.4107,936,2014,YES,,,,
S3356,FUNDIKIRA SECONDARY SCHOOL,TABORA,TABORA RURAL,,,32.80899465,-4.99643229,79.07,,1.4853,-3.8313,891,2014,YES,,,,
S3359,SIKANDA SECONDARY SCHOOL,TABORA,TABORA RURAL,,,32.79167215,-5.033355084,62.92,,1.2833,-4.0206,1416,2014,YES,,,,
S3362,NYAMWEZI SECONDARY SCHOOL,TABORA,TABORA RURAL,,,32.78848242,-2.291264463,76.92,,1.6459,-3.837,639,2014,YES,,,,
S3363,NANSIO SECONDARY SCHOOL,MWANZA,UKEREWE,NANSIO,GOVERNMENT,33.10112485,-2.108396749,86.44,,1.8684,-3.3667,439,2014,YES,,,,
S3364,MUMBUGA SECONDARY SCHOOL,MWANZA,UKEREWE,MUMBUGA,GOVERNMENT,33.12598113,-2.110692914,50,,0.8306,-4.3966,2241,2014,YES,,,,
S3368,IGALLA SECONDARY SCHOOL,MWANZA,UKEREWE,IGALLA,GOVERNMENT,32.94607268,-2.05266829,60.66,,1.2002,-4.0826,1642,2014,YES,,,,
S3369,NDURUMA  DAY  SECONDARY SCHOOL,MWANZA,UKEREWE,,,33.01361406,-1.995604569,85.71,,1.4793,-3.6974,912,2014,YES,,,,
S3370,NAKOZA SECONDARY SCHOOL,MWANZA,UKEREWE,NAKOZA,GOVERNMENT,33.08223017,-2.093126187,76.09,,1.4904,-3.4462,883,2014,YES,,,,
S3371,MSASANI SECONDARY SCHOOL,KILIMANJARO,MOSHI MUNICIPAL,KALOLENI,GOVERNMENT,37.351458,-3.378432,90,,1.836,-3.0341,458,2014,YES,,,,
S3372,KIUSA SECONDARY SCHOOL,KILIMANJARO,MOSHI MUNICIPAL,KIUSA,GOVERNMENT,37.33566903,-3.350158903,55.17,,1.2368,-3.499,1540,2014,YES,,,,
S3373,KORONGONI SECONDARY SCHOOL,KILIMANJARO,MOSHI MUNICIPAL,SOWETO,GOVERNMENT,37.32610257,-3.356255707,75.68,,1.4399,-3.5705,1000,2014,YES,,,,
S3374,KWEMDIMU SECONDARY SCHOOL,TANGA,KOROGWE,KWEMDIMU,GOVERNMENT,38.16533879,-4.752837037,32.76,,0.8193,-4.6196,2249,2014,YES,,,,
S3376,NGOMBEZI SECONDARY SCHOOL,TANGA,KOROGWE TOWNSHIP AUTHORITY,,,38.4317967,-5.1739455,29.82,,0.7673,-4.6762,2274,2014,YES,,,,
S3377,MASHINDEI SECONDARY SCHOOL,TANGA,KOROGWE,LUTINDI,GOVERNMENT,38.39359372,-5.098058756,14.29,,0.6339,-4.9165,2316,2014,YES,,,,
S3379,NORINI  SECONDARY SCHOOL,DODOMA,KONGWA,MATONGORO,GOVERNMENT,36.473073,-5.797104,50,,1.07,-3.9798,1934,2014,YES,,,,
S3386,SINGISI  SECONDARY SCHOOL,ARUSHA,MERU,POLI SINGI'SI,GOVERNMENT,36.80150931,-3.364859229,35.29,,0.8486,-4.6939,2226,2014,YES,,,,
S3387,MKONGORO SECONDARY SCHOOL,KIGOMA,KIGOMA RURAL,MKONGORO,GOVERNMENT,29.71631173,-4.693669383,75,,1.5124,-3.6478,844,2014,YES,,,,
S3388,ENDEVESI  SECONDARY SCHOOL,ARUSHA,ARUSHA,OLJORO,GOVERNMENT,36.66165891,-3.574898782,38.89,,0.8552,-4.5997,2222,2014,YES,,,,
S3389,KILIMAMOJA  SECONDARY SCHOOL,ARUSHA,KARATU,RHOTIA,GOVERNMENT,35.771926,-3.359176,50.98,,1.1061,-3.8541,1867,2014,YES,,,,
S3390,GYEKRUMARUSHA  SECONDARY SCHOOL,ARUSHA,KARATU,KARATU,GOVERNMENT,35.693506,-3.377088,50,,1.0796,-3.9466,1916,2014,YES,,,,
S3399,KWARAA  SECONDARY SCHOOL,MANYARA,BABATI URBAN,,,35.76176131,-4.210402705,63.64,,1.2079,-3.7285,1626,2014,YES,,,,
S3401,NKAITI SECONDARY SCHOOL,MANYARA,BABATI,NKAITI,GOVERNMENT,35.929941,-3.765952,40,,0.9919,-3.9143,2086,2014,YES,,,,
S3402,MAGARA  SECONDARY SCHOOL,MANYARA,BABATI,MAGARA,GOVERNMENT,35.69296554,-3.793527148,54.76,,1.0397,-4.0124,2004,2014,YES,,,,
S3407,KIHANSI SECONDARY SCHOOL,IRINGA,MUFINDI,MAPANDA,GOVERNMENT,35.7626,-8.492758,75,,1.4435,-3.8767,987,2014,YES,,,,
S3415,MAZINGE SECONDARY SCHOOL,SHINYANGA,SHINYANGA URBAN,NDEMBEZI,GOVERNMENT,33.436482,-3.631951,83.87,,1.497,-3.8118,873,2014,YES,,,,
S3416,CHISORYA SECONDARY SCHOOL,MARA ,BUNDA,KISORYA,GOVERNMENT,33.226866,-2.110186,74.07,,1.3192,-4.0579,1313,2014,YES,,,,
S3418,MELI SECONDARY SCHOOL,KILIMANJARO,MOSHI,OLD MOSHI MASH.,GOVERNMENT,37.41952728,-3.366394703,80,,1.4845,-3.4638,893,2014,YES,,,,
S3423,HORTEN SECONDARY SCHOOL,TANGA,TANGA,DUGA,GOVERNMENT,39.08102061,-5.109747197,41.51,,0.919,-4.2064,2175,2014,YES,,,,
S3427,MWAPACHU SECONDARY SCHOOL,TANGA,TANGA,TANGASISI,GOVERNMENT,39.08995525,-5.127802955,37.84,,0.8872,-4.6512,2206,2014,YES,,,,
S3437,KYIMO SECONDARY SCHOOL,MBEYA,RUNGWE,KYIMO,GOVERNMENT,33.57276365,-9.204851743,72.9,,1.2499,-3.6463,1510,2014,YES,,,,
S3438,MASUKULU SECONDARY SCHOOL,MBEYA,RUNGWE,MASUKULU,GOVERNMENT,33.759861,-9.400221549,65.85,,1.1503,-3.7257,1777,2014,YES,,,,
S3439,UMOJA SECONDARY SCHOOL,MTWARA,MTWARA URBAN,LIKOMBE,GOVERNMENT,40.19727533,-10.28655989,65.71,,1.2263,-3.8768,1566,2014,YES,,,,
S3443,MWARUSEMBE SECONDARY SCHOOL,PWANI,MKURANGA,MWARUSEMBE,GOVERNMENT,39.13695,-7.232646,48.65,,1.1162,-3.7532,1852,2014,YES,,,,
S3453,MAWENI SECONDARY SCHOOL,TANGA,TANGA,MAWENI,GOVERNMENT,39.024175,-5.123403,50,,1.1411,-4.4373,1793,2014,YES,,,,
S3458,LIZABONI SECONDARY SCHOOL,RUVUMA,SONGEA URBAN,MJIMWEMA,GOVERNMENT,35.627579,-10.663914,75.56,,1.319,-3.8386,1315,2014,YES,,,,
S3461,MGAWA SECONDARY SCHOOL,KIGOMA,KIGOMA RURAL,MAHEMBE,GOVERNMENT,29.75428935,-4.795198336,55.56,,1.2396,-4.2042,1530,2014,YES,,,,
S3466,WAILES SECONDARY SCHOOL,DAR ES SALAAM,TEMEKE,MIBURANI,GOVERNMENT,39.27181737,-6.868981566,69.48,,1.459,-3.9694,958,2014,YES,,,,
S3467,MBEYELA SECONDARY SCHOOL,NJOMBE,NJOMBE,NJOMBE MJINI,GOVERNMENT,35.18909019,-9.223319014,81.42,,1.7113,-3.1293,555,2014,YES,,,,
S3469,BULYAGA  SECONDARY SCHOOL,MBEYA,RUNGWE,BULYAGA,GOVERNMENT,33.653896,-9.253613,74.11,,1.6373,-3.2189,648,2014,YES,,,,
S3470,ABBEY SECONDARY SCHOOL,MTWARA,MASASI,MWENA,NON GOVERNMENT,39.00696392,-10.51314334,100,,4.3565,2.5672,5,2014,YES,,,,
S3472,SOITSAMBU  SECONDARY SCHOOL,ARUSHA,NGORONGORO,SOITSAMBU,GOVERNMENT,35.39005309,-2.036076194,51.85,,1.1328,-4.1333,1811,2014,YES,,,,
S3474,NDEDO  SECONDARY SCHOOL,MANYARA,KITETO,NDEDO,GOVERNMENT,36.6179614,-4.527343693,33.33,,0.846,-4.3697,2227,2014,YES,,,,
S3477,BWAKALO SECONDARY SCHOOL,MANYARA,,,,36.66667,-4.75,60.78,,1.0447,1.0447,1995,2014,YES,,,,
S3479,NALA SECONDARY SCHOOL,DODOMA,DODOMA URBAN,NALA,GOVERNMENT,35.61352833,-6.089525592,47.73,,0.9893,-4.1021,2095,2014,YES,,,,
S3480,MAZUNGWE SECONDARY SCHOOL,KIGOMA,KIGOMA RURAL,KAZURAMIMBA,GOVERNMENT,29.62805987,-4.744421482,71.74,,1.1628,-4.245,1750,2014,YES,,,,
S3481,MASIEDA SECONDARY SCHOOL,MANYARA,MBULU,GUNYODA,GOVERNMENT,35.49686929,-3.782837604,58.62,,1.3093,-3.5622,1344,2014,YES,,,,
S3482,MWENYEHERI ANUARITE SECONDARY SCHOOL,DAR ES SALAAM,ILALA,SEGEREA,NON GOVERNMENT,39.18035583,-6.822763672,99.17,,2.9246,-0.1119,139,2014,YES,,,,
S3483,ST. MARY'S-ULETE SECONDARY SCHOOL,IRINGA,IRINGA RURAL,,,35.19453871,-7.50009637,100,,3.862,1.7514,28,2014,YES,,,,
S3484,NYUGWA SECONDARY SCHOOL,GEITA,NYANG'HWALE,NYUGWA,GOVERNMENT,32.73425951,-3.255613182,78.26,,1.5916,-3.2491,712,2014,YES,,,,
S3486,KANSAY SECONDARY SCHOOL,ARUSHA,KARATU,KANSAY,GOVERNMENT,35.55814986,-3.665479407,50.68,,1.0829,-4.0881,1910,2014,YES,,,,
S3487,NAISINYAI SECONDARY SCHOOL,MANYARA,SIMANJIRO,NAISINYAI,GOVERNMENT,37.0468828,-3.5061271,30.77,,0.7669,-4.8147,2275,2014,YES,,,,
S3490,ST. BAKANJA  SECONDARY SCHOOL,KIGOMA,KASULU,MUHINDA,NON GOVERNMENT,29.81275973,-4.497369942,98.94,,2.4341,-1.0837,238,2014,YES,,,,
S3491,BUKOBA LUTHERAN SECONDARY SCHOOL,KAGERA,BUKOBA URBAN,BUHEMBE,NON GOVERNMENT,31.80108255,-1.278159831,100,,2.9793,-0.4424,125,2014,YES,,,,
S3492,SAZIRA SECONDARY SCHOOL,MARA ,BUNDA,SAZIRA,GOVERNMENT,33.910306,-1.990449,66.15,,1.2217,-4.3155,1586,2014,YES,,,,
S3496,CHUMBUNI SECONDARY SCHOOL,UNGUJA,MJINI,,NON GOVERNMENT,39.20851675,-6.164104702,63.75,,1.0942,-3.7349,1888,2014,YES,,,,
