CODE,NAME,REGION,DISTRICT,WARD,OWNERSHIP,LONGITUDE,LATITUDE,PASS_RATE,CHANGE_PREVIOUS_YEAR_PASS_RATE,AVG_GPA,CHANGE_PREVIOUS_YEAR_GPA,RANK,YEAR_OF_RESULT,MORE_THAN_40,NATIONAL_RANK_ALL,REGIONAL_RANK_ALL,DISTRICT_RANK_ALL,PUPIL_TEACHER_RATIO
S2526,BARIKIWA SECONDARY SCHOOL,LINDI,LIWALE,BARIKIWA,GOVERNMENT,37.83768406,-9.522568701,38.46,,0.858,-4.829,1917,2014,NO,,,,
S2532,ADAM  SECONDARY SCHOOL,MBEYA,MBEYA RURAL,ITEWE,NON GOVERNMENT,33.619619,-8.912881,79.41,,1.2642,-3.848,1052,2014,NO,,,,
S2533,SAMBU SECONDARY SCHOOL,PWANI,KIBAHA,,,38.55091591,-6.817426621,100,,2.5168,-1.735,82,2014,NO,,,,
S2534,GUTA SECONDARY SCHOOL,MARA ,BUNDA,GUTA,GOVERNMENT,33.72846672,-2.079660072,42.31,,1.6944,-3.5845,307,2014,NO,,,,
S2542,KALANGASA SECONDARY SCHOOL,RUKWA,SUMBAWANGA URBAN,MILANZI,GOVERNMENT,31.58928771,-8.033987849,84.21,,1.3845,-4.0687,767,2014,NO,,,,
S2543,NG'HOBOKO SECONDARY SCHOOL,SIMIYU,MEATU,NG'HOBOKO,GOVERNMENT,34.17644118,-3.549069904,82.35,,1.3625,-3.053,816,2014,NO,,,,
S2545,NAMALENGA SECONDARY SCHOOL,MTWARA,MASASI,NAMALENGA,GOVERNMENT,39.11484924,-10.92054178,66.67,,1.2445,-3.2871,1104,2014,NO,,,,
S2551,NGOFILA SECONDARY SCHOOL,SHINYANGA,KISHAPU,NGOFILA,GOVERNMENT,33.77786135,-3.829542116,0,,0.5278,-4.3264,2081,2014,NO,,,,
S2553,MWAMADULU SECONDARY SCHOOL,SHINYANGA,KISHAPU,LAGANA,GOVERNMENT,33.92801287,-3.836882113,76.92,,1.3413,-4.0077,868,2014,NO,,,,
S2554,IDUKILO SECONDARY SCHOOL,SHINYANGA,KISHAPU,MWADUI LOHUMBO,GOVERNMENT,33.68162992,-3.467807823,66.67,,0.8677,-3.7417,1907,2014,NO,,,,
S2556,KILOLELI SECONDARY SCHOOL,SHINYANGA,KISHAPU,KILOLELI,GOVERNMENT,33.69297119,-3.84112201,42.86,,1.1861,-3.1234,1233,2014,NO,,,,
S2557,BUSIYA  SECONDARY SCHOOL,SHINYANGA,KISHAPU,ITILIMA,GOVERNMENT,33.49229048,-3.727962059,71.43,,1.4451,-3.2622,653,2014,NO,,,,
S2558,SOMAGEDI SECONDARY SCHOOL,SHINYANGA,KISHAPU,SOMAGEDI,GOVERNMENT,34.07818052,-3.7587167,100,,1.4718,-2.4553,608,2014,NO,,,,
S2560,TALAGA SECONDARY SCHOOL,SHINYANGA,KISHAPU,TALAGA,GOVERNMENT,33.60248315,-3.720800929,77.78,,1.1176,-3.4186,1392,2014,NO,,,,
S2561,SONGWA SECONDARY SCHOOL,SHINYANGA,KISHAPU,SONGWA,GOVERNMENT,33.52253454,-3.515223156,57.14,,1.2977,-3.0997,977,2014,NO,,,,
S2562,WISHITELEJA SECONDARY SCHOOL,SHINYANGA,KISHAPU,MONDO,GOVERNMENT,33.57106836,-3.359883476,81.82,,1.4469,-3.2993,649,2014,NO,,,,
S2563,BULEKELA SECONDARY SCHOOL,SHINYANGA,KISHAPU,BULEKELA,GOVERNMENT,34.02219514,-3.958499277,63.16,,1.2986,-3.3376,975,2014,NO,,,,
S2564,MWATAGA SECONDARY SCHOOL,SHINYANGA,KISHAPU,KISHAPU,GOVERNMENT,33.8559949,-3.652149126,68.42,,1.2009,-3.3314,1192,2014,NO,,,,
S2566,NG'HUMBU SECONDARY SCHOOL,SIMIYU,MASWA,ISANGA,GOVERNMENT,33.659964,-3.224289,57.14,,0.9877,-3.6614,1686,2014,NO,,,,
S2567,MWAKALEKA SECONDARY SCHOOL,SIMIYU,MASWA,BINZA,GOVERNMENT,33.76958353,-3.213433351,70.59,,1.3368,-3.9147,881,2014,NO,,,,
S2568,BUSHASHI SECONDARY SCHOOL,SIMIYU,MASWA,IPILILO,GOVERNMENT,34.069757,-3.106747,83.33,,1.7238,-2.8622,282,2014,NO,,,,
S2569,MWABAYANDA SECONDARY SCHOOL,SIMIYU,MASWA,KULIMI,GOVERNMENT,33.623566,-3.103582,83.33,,1.2037,-3.1082,1181,2014,NO,,,,
S2570,SANGAMWALUGESHA SECONDARY SCHOOL,SIMIYU,MASWA,DAKAMA,GOVERNMENT,34.041764,-3.495727,76.92,,1.3723,-3.2267,792,2014,NO,,,,
S2571,NG'WIGWA SECONDARY SCHOOL,SIMIYU,MASWA,NG'WIGWA,GOVERNMENT,33.85520974,-3.171138092,57.14,,1.1465,-3.3018,1331,2014,NO,,,,
S2572,KIKOLE SECONDARY SCHOOL,LINDI,KILWA,KIKOLE,GOVERNMENT,39.17524,-8.826228,33.33,,0.7625,-4.7137,1998,2014,NO,,,,
S2573,KIRANJERANJE SECONDARY SCHOOL,LINDI,KILWA,KIRANJERANJE,GOVERNMENT,39.4711717,-9.520406033,40,,1.3095,-4.281,954,2014,NO,,,,
S2574,MIBUYUNI SECONDARY SCHOOL,LINDI,KILWA,KILWA SINGINO,GOVERNMENT,39.01531077,-9.106489573,40,,1.1339,-4.6051,1358,2014,NO,,,,
S2575,LIKAWAGE SECONDARY SCHOOL,LINDI,KILWA,LIKAWAGE,GOVERNMENT,38.99552957,-9.259336677,83.33,,1.25,-4.631,1088,2014,NO,,,,
S2576,KIBATA  SECONDARY SCHOOL,LINDI,KILWA,KIBATA,GOVERNMENT,38.97325608,-8.428468152,45.45,,0.9107,-4.8029,1841,2014,NO,,,,
S2578,DODOMEZI  SECONDARY SCHOOL,LINDI,KILWA,KIVINJE/SINGINO,GOVERNMENT,39.01531077,-9.106489573,42.86,,1.067,-4.3528,1502,2014,NO,,,,
S2580,MTANGA  SECONDARY SCHOOL,LINDI,KILWA,MASOKO,GOVERNMENT,39.4664245,-8.851911406,62.5,,0.7908,-4.7663,1972,2014,NO,,,,
S2581,KANDAWALE SECONDARY SCHOOL,LINDI,KILWA,KANDAWALE,GOVERNMENT,38.774137,-8.640397,71.43,,1.5918,-4.0689,425,2014,NO,,,,
S2582,KIKANDA SECONDARY SCHOOL,LINDI,KILWA,TINGI,GOVERNMENT,39.26197718,-8.481422881,28.57,,0.8178,-4.6463,1954,2014,NO,,,,
S2583,PANDE SECONDARY SCHOOL,LINDI,KILWA,PANDE,GOVERNMENT,39.56305177,-9.119635718,42.86,,1.1036,-4.6777,1423,2014,NO,,,,
S2584,NJINJO SECONDARY SCHOOL,LINDI,KILWA,NJINJO,GOVERNMENT,38.93693686,-8.816296475,100,,1.6429,-4.0255,356,2014,NO,,,,
S2585,NAKIU SECONDARY SCHOOL,LINDI,KILWA,NANJIRINJI,GOVERNMENT,39.19889438,-9.603173313,50,,0.8112,-4.0727,1961,2014,NO,,,,
S2587,BUHINGO SECONDARY SCHOOL,MWANZA,MISUNGWI,BUHINGO,GOVERNMENT,33.00448241,-3.050841151,68.18,,1.264,-3.3867,1053,2014,NO,,,,
S2589,IDETEMYA SECONDARY SCHOOL,MWANZA,MISUNGWI,IDETEMYA,GOVERNMENT,32.94024359,-2.723135674,34.78,,0.9635,-4.1955,1740,2014,NO,,,,
S2590,KASOLOLO SECONDARY SCHOOL,MWANZA,MISUNGWI,KASOLOLO,GOVERNMENT,33.01783552,-2.923928557,78.57,,1.4286,-3.2903,675,2014,NO,,,,
S2591,ILUJAMATE SECONDARY SCHOOL,MWANZA,MISUNGWI,ILUJAMATE,GOVERNMENT,32.88724026,-3.02803665,87.5,,1.6434,-3.5081,355,2014,NO,,,,
S2593,MAWEMATATU SECONDARY SCHOOL,MWANZA,MISUNGWI,MABUKI,GOVERNMENT,33.1378824,-2.918799558,76.19,,1.3117,-3.8989,942,2014,NO,,,,
S2594,MWANIKO SECONDARY SCHOOL,MWANZA,MISUNGWI,MONDO,GOVERNMENT,33.22651047,-2.846427007,66.67,,1.2469,-4.0121,1095,2014,NO,,,,
S2595,SHILALO SECONDARY SCHOOL,MWANZA,MISUNGWI,SHILALO,GOVERNMENT,33.01935092,-3.130744647,46.15,,1.2524,-3.2367,1083,2014,NO,,,,
S2596,SUMBUGU SECONDARY SCHOOL,MWANZA,MISUNGWI,SUMBUGU,GOVERNMENT,32.99810205,-2.914899698,81.25,,1.5867,-2.9598,435,2014,NO,,,,
S2597,MISUFINI SECONDARY SCHOOL,LINDI,NACHINGWEA,MPIRUKA,GOVERNMENT,38.810357,-10.319488,66.67,,1.3036,-4.0689,966,2014,NO,,,,
S2598,NAMATULA SECONDARY SCHOOL,LINDI,NACHINGWEA,NAMTULA,GOVERNMENT,38.69897225,-10.37542076,81.25,,1.2878,-4.2142,1002,2014,NO,,,,
S2600,KIANGARA  SECONDARY SCHOOL,LINDI,LIWALE,KIANGARA,GOVERNMENT,38.37592191,-9.95074086,90,,1.4,-4.2567,733,2014,NO,,,,
S2601,HANGAI SECONDARY SCHOOL,LINDI,LIWALE,NGONGOWELE,GOVERNMENT,37.85702076,-10.12141883,21.43,,0.6587,-4.3287,2055,2014,NO,,,,
S2602,CHINONGWE SECONDARY SCHOOL,LINDI,RUANGWA,CHINONGWE,GOVERNMENT,38.90325847,-10.46676786,35.29,,0.7632,-4.8153,1997,2014,NO,,,,
S2604,CHUNYU SECONDARY SCHOOL,LINDI,RUANGWA,CHUNYU,GOVERNMENT,38.896264,-9.959728,60,,1.0833,-4.3127,1475,2014,NO,,,,
S2605,MNACHO SECONDARY SCHOOL,LINDI,RUANGWA,MNACHO,GOVERNMENT,38.98416518,-10.26478607,75,,1.3706,-3.57,796,2014,NO,,,,
S2606,NAMICHIGA SECONDARY SCHOOL,LINDI,RUANGWA,NAMICHIGA,GOVERNMENT,38.978016,-9.89097,100,,2.1071,-3.2693,138,2014,NO,,,,
S2607,MIPINGO SECONDARY SCHOOL,LINDI,LINDI RURAL,MIPINGO,GOVERNMENT,39.41714236,-9.639537007,78.57,,1.0476,-3.7619,1548,2014,NO,,,,
S2609,KIWALALA SECONDARY SCHOOL,LINDI,LINDI RURAL,KIWALALA,GOVERNMENT,39.5303131,-10.18947776,58.82,,0.9663,-4.3774,1733,2014,NO,,,,
S2610,NANGARU SECONDARY SCHOOL,LINDI,LINDI RURAL,NANGARU,GOVERNMENT,39.53355493,-9.826720314,100,,1.6607,-4.0867,342,2014,NO,,,,
S2612,NG'APA SECONDARY SCHOOL,LINDI,LINDI URBAN,NG'APA,GOVERNMENT,39.56315982,-10.02121229,68.97,,1.0682,-3.8157,1500,2014,NO,,,,
S2613,NYENGEDI SECONDARY SCHOOL,LINDI,LINDI RURAL,NYENGEDI,GOVERNMENT,39.44289088,-10.2498329,80,,1.1326,-4.2542,1360,2014,NO,,,,
S2614,MVULENI SECONDARY SCHOOL,LINDI,LINDI RURAL,KILOLAMBWANI,GOVERNMENT,39.647599,-9.594999,50,,0.8125,-4.2344,1959,2014,NO,,,,
S2615,MBAWE SECONDARY SCHOOL,LINDI,LINDI RURAL,NYANGAMARA,GOVERNMENT,39.647973,-10.41085,100,,1.2857,-4.2706,1008,2014,NO,,,,
S2616,IMALASEKO SECONDARY SCHOOL,SIMIYU,MEATU,IMALASEKO,GOVERNMENT,34.141918,-3.695418,68.42,,1.2122,-3.3194,1160,2014,NO,,,,
S2617,KISESA SECONDARY SCHOOL,SIMIYU,MEATU,KISESA,GOVERNMENT,34.172568,-3.067299,96,,1.9056,-2.3699,184,2014,NO,,,,
S2618,MWANJOLO SECONDARY SCHOOL,SIMIYU,MEATU,MWANJORO,GOVERNMENT,34.41977924,-3.709261481,50,,0.8125,-3.7762,1960,2014,NO,,,,
S2620,LYUSA  SECONDARY SCHOOL,SIMIYU,MEATU,NKOMA,GOVERNMENT,34.3972926,-3.576446103,75,,1.2624,-3.2416,1058,2014,NO,,,,
S2621,ITINJE SECONDARY SCHOOL,SIMIYU,MEATU,ITINJE,GOVERNMENT,34.11359791,-3.434815634,100,,1.6914,-2.6281,313,2014,NO,,,,
S2622,BUKUNDI  SECONDARY SCHOOL,SIMIYU,MEATU,BUKUNDI,GOVERNMENT,34.51962239,-3.897259324,100,,1.1429,-3.2738,1342,2014,NO,,,,
S2623,MWABUSALU SECONDARY SCHOOL,SIMIYU,MEATU,MWABUSALU,GOVERNMENT,34.15107087,-3.202671347,41.18,,0.9101,-3.8905,1843,2014,NO,,,,
S2627,BULEGA SECONDARY SCHOOL,GEITA,BUKOMBE,BULEGA,GOVERNMENT,31.78407502,-3.301349439,40,,0.9669,-4.2594,1732,2014,NO,,,,
S2630,IDAMBA SECONDARY SCHOOL,NJOMBE,NJOMBE,IDAMBA,GOVERNMENT,35.28068404,-9.340407785,66.67,,1.331,-3.5139,894,2014,NO,,,,
S2632,NYALUSI SECONDARY SCHOOL,PWANI,,,,38.862378,-7.1395075,77.78,,1.4875,1.4875,584,2014,NO,,,,
S2633,MWANGEZA SECONDARY SCHOOL,SINGIDA,IRAMBA,MWANGEZA,GOVERNMENT,34.81062394,-4.104114332,56.25,,0.9745,-4.1264,1709,2014,NO,,,,
S2634,KASELYA SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.28625589,-4.433875021,36.84,,0.9009,-4.2175,1854,2014,NO,,,,
S2636,URUGHU SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.19872754,-4.648645483,46.67,,0.8193,-4.5597,1951,2014,NO,,,,
S2637,MBELEKESE SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.42812855,-4.670212831,51.72,,1.1164,-3.6005,1394,2014,NO,,,,
S2640,JORMA SECONDARY SCHOOL,SINGIDA,IRAMBA,MSINGI,GOVERNMENT,34.28625589,-4.433875021,75.86,,1.42,-3.4294,692,2014,NO,,,,
S2642,NTWIKE SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.2188595,-4.233131892,50,,1.0259,-4.311,1604,2014,NO,,,,
S2643,TUMULI SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.28625589,-4.433875021,57.14,,0.9881,-4.0871,1682,2014,NO,,,,
S2645,MTOA SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.219635,-4.436040826,64.71,,1.1865,-4.0266,1232,2014,NO,,,,
S2646,KYENGEGE SECONDARY SCHOOL,SINGIDA,IRAMBA,,,34.46408482,-4.425069533,100,,2.1143,-3.0456,137,2014,NO,,,,
S2650,DR.A.M.SHEIN SECONDARY SCHOOL,RUVUMA,MBINGA,MPEPAI,GOVERNMENT,35.180346,-11.137965,70,,1.2619,-3.5537,1060,2014,NO,,,,
S2651,BUKONDO SECONDARY SCHOOL,GEITA,GEITA,BUKONDO,GOVERNMENT,31.935669,-2.714743,86.67,,1.5001,-4.0393,559,2014,NO,,,,
S2654,NDOOMBO SECONDARY SCHOOL,ARUSHA,MERU,NKOARISAMBU,NON GOVERNMENT,36.78005175,-3.322339512,41.67,,0.9537,-4.0344,1766,2014,NO,,,,
S2658,BUGISHA SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,MONDO,GOVERNMENT,32.72193734,-3.856068563,87.5,,1.5949,-3.0733,415,2014,NO,,,,
S2659,MWAMANDI SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,,,32.72545947,-3.682262071,100,,1.942,-2.747,171,2014,NO,,,,
S2660,BALOHA SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,,,32.56113888,-3.524512123,66.67,,1.2493,-3.1998,1091,2014,NO,,,,
S2661,LUNGUYA SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,,,32.36796268,-3.845320686,100,,2.1417,-2.9646,128,2014,NO,,,,
S2662,IGWAMANONI SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,IGWAMANONI,GOVERNMENT,32.27772072,-3.8129278,63.64,,1.1639,-3.7797,1285,2014,NO,,,,
S2663,BULIGE SECONDARY SCHOOL,SHINYANGA,KAHAMA TOWNSHIP AUTHORITY,,,32.67230557,-3.522151571,71.43,,1.3373,-3.1952,879,2014,NO,,,,
S2665,MUHWANA SECONDARY SCHOOL,IRINGA,IRINGA RURAL,MAGULILWA,GOVERNMENT,35.74075471,-7.232103539,56.52,,1.0041,-4.1453,1651,2014,NO,,,,
S2670,NAMAGONDO SECONDARY SCHOOL,MWANZA,UKEREWE,NAMAGONDO,GOVERNMENT,33.04866843,-2.0635794,84.62,,1.4265,-3.7808,681,2014,NO,,,,
S2671,MATIMBWA SECONDARY,PWANI,BAGAMOYO,YOMBO,GOVERNMENT,38.84484,-6.581722,65.22,,1.1945,-4.2384,1204,2014,NO,,,,
S2674,LUKANGAO SECONDARY SCHOOL,RUKWA,SUMBAWANGA URBAN,NTENDO,GOVERNMENT,31.52171,-7.86276,83.33,,1.3086,-3.7661,957,2014,NO,,,,
S2675,MBIZI SECONDARY SCHOOL,RUKWA,SUMBAWANGA URBAN,SENGA,GOVERNMENT,31.60734489,-7.888113965,70.37,,1.2954,-3.6794,982,2014,NO,,,,
S2678,LYASA SECONDARY SCHOOL,IRINGA,IRINGA RURAL,IFUNDA,GOVERNMENT,35.46322548,-8.226047212,70.97,,1.16,-4.1355,1296,2014,NO,,,,
S2683,STELLA FARM SECONDARY SCHOOL,MBEYA,MBEYA URBAN,ITENDE,GOVERNMENT,33.399822,-8.899222,75,,1.5309,-3.3689,511,2014,NO,,,,
S2686,KWANGU SECONDARY SCHOOL,KILIMANJARO,MWANGA,KWAKOA,GOVERNMENT,37.71107643,-3.780547811,71.88,,1.1649,-4.1962,1282,2014,NO,,,,
S2688,SENG'WA SECONDARY SCHOOL,SIMIYU,MASWA,SENG'WA,GOVERNMENT,33.70688565,-3.424131747,73.33,,1.3517,-2.9694,845,2014,NO,,,,
S2689,MFURU SECONDARY SCHOOL,PWANI,KISARAWE,MARUMBO,GOVERNMENT,38.75168,-7.112818,100,,1.3801,-4.2151,773,2014,NO,,,,
S2691,KIBUTA SECONDARY SCHOOL,PWANI,KISARAWE,KIBUTA,GOVERNMENT,38.911674,-7.112702,63.64,,0.9488,-4.6865,1776,2014,NO,,,,
S2695,MSAMARIA SECONDARY,PWANI,MKURANGA,VIKINDU,NON GOVERNMENT,39.324633,-7.00445,77.42,,1.6963,-3.1113,302,2014,NO,,,,
S2696,ILEMBA SECONDARY SCHOOL,RUKWA,SUMBAWANGA RURAL,ILEMBA,GOVERNMENT,31.98123636,-8.262296758,72.22,,1.236,-3.6796,1118,2014,NO,,,,
S2698,NYARUTEMBO SECONDARY SCHOOL,GEITA,CHATO,NYARUTEMBO,GOVERNMENT,31.59955657,-2.924752063,71.43,,1.4811,-3.8051,594,2014,NO,,,,
S2701,LULANZI SECONDARY SCHOOL,IRINGA,KILOLO,MTITU,GOVERNMENT,35.87903599,-8.001559606,51.85,,1.1016,-3.8813,1428,2014,NO,,,,
S2706,KATORO DAY SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,KATORO,GOVERNMENT,31.498507,-1.385007,94.12,,1.8854,-3.3295,194,2014,NO,,,,
S2707,KIKOMELO SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,KIKOMELO,GOVERNMENT,31.5849269,-1.429712887,41.67,,1.1065,-3.7043,1416,2014,NO,,,,
S2708,KARAMAGI SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,MIKONI,GOVERNMENT,31.58430825,-1.543921331,58.82,,1.0779,-4.4176,1482,2014,NO,,,,
S2709,KABUGARO SECONDARY SCHOOL,KAGERA,BUKOBA RURAL,NYAKATO,GOVERNMENT,31.82936935,-1.24792513,84.38,,1.5628,-3.5148,464,2014,NO,,,,
S2710,RUZINGA SECONDARY SCHOOL,KAGERA,MISSENYI,RUZINGA,GOVERNMENT,31.67086736,-1.081098543,60.87,,1.0151,-4.1333,1628,2014,NO,,,,
S2711,RWEMONDO SECONDARY SCHOOL,KAGERA,MISSENYI,ISHUNJU,GOVERNMENT,31.787462,-1.12846,60.87,,1.0944,-4.2084,1449,2014,NO,,,,
S2712,NYANDOTO SECONDARY SCHOOL,MARA ,TARIME,NYANDOTO,GOVERNMENT,34.345734,-1.3751011,56.76,,0.9716,-4.2739,1716,2014,NO,,,,
S2714,NYABIWE SECONDARY SCHOOL,MARA ,RORYA,KIROGO,GOVERNMENT,34.00197,-1.330885,73.08,,1.5397,-3.1944,501,2014,NO,,,,
S2715,NYAMWAGA SECONDARY SCHOOL,MARA ,TARIME,NYAMWAGA,GOVERNMENT,34.592846,-1.3960022,25,,0.7295,-4.5006,2013,2014,NO,,,,
S2717,KURUMWA SECONDARY SCHOOL,MARA ,TARIME,BUMERA,GOVERNMENT,34.294863,-1.283735,37.5,,1.1865,-3.7194,1231,2014,NO,,,,
S2718,KIROGO SECONDARY SCHOOL,MARA ,RORYA,KIROGO,GOVERNMENT,34.0226108,-1.3343387,66.67,,1.5236,-3.8489,524,2014,NO,,,,
S2719,WANINGO SECONDARY SCHOOL,MARA ,RORYA,KYANG'OMBE,GOVERNMENT,33.888326,-1.370229,90,,1.7056,-3.6789,295,2014,NO,,,,
S2722,BUKURA SECONDARY SCHOOL,MARA ,RORYA,BUKURA,GOVERNMENT,34.0955652,-1.0920289,50,,1.0063,-4.5234,1644,2014,NO,,,,
S2723,GORIBE SECONDARY SCHOOL,MARA ,RORYA,GORIBE,GOVERNMENT,34.2390239,-1.1720228,95.65,,2.0732,-3.2665,143,2014,NO,,,,
S2724,PROF. PHILEMON SARUNGI SECONDARY SCHOOL,MARA ,RORYA,NYAHONGO,GOVERNMENT,34.00347347,-1.187016072,67.86,,1.2051,-4.1651,1179,2014,NO,,,,
S2725,PREMIUM SECONDARY SCHOOL,MWANZA,SENGEREMA,,,32.51672852,-2.594632326,75,,1.5003,-3.3188,558,2014,NO,,,,
S2726,KWADELO SECONDARY SCHOOL,DODOMA,KONDOA,KWADELO,GOVERNMENT,35.5505078,-4.8902187,90,,1.338,-3.4404,874,2014,NO,,,,
S2727,CHEMBA SECONDARY SCHOOL,DODOMA,KONDOA,CHEMBA,GOVERNMENT,35.8959005,-5.3133855,87.5,,1.2024,-4.253,1186,2014,NO,,,,
S2728,PARANGA SECONDARY SCHOOL,DODOMA,KONDOA,PARANGA,GOVERNMENT,35.89841024,-4.73943417,62.5,,1.4107,-4.3036,711,2014,NO,,,,
S2731,KITEO SECONDARY SCHOOL,DODOMA,KONDOA,PAHI,GOVERNMENT,35.9643389,-4.707424753,37.5,,0.7071,-4.3914,2025,2014,NO,,,,
S2733,ITEGA SECONDARY SCHOOL,DODOMA,DODOMA URBAN,KIZOTA,GOVERNMENT,35.693116,-6.135876,100,,1.8552,-3.4598,206,2014,NO,,,,
S2734,NTYUKA SECONDARY SCHOOL,DODOMA,DODOMA URBAN,NTYUKA,GOVERNMENT,35.7540381,-6.221646436,56.25,,1.1131,-4.6482,1401,2014,NO,,,,
S2737,MPALANGA SECONDARY SCHOOL,DODOMA,BAHI,MPALANGA,GOVERNMENT,35.48565,-6.294511,85.71,,1.2685,-3.597,1046,2014,NO,,,,
S2738,CHIBELELA SECONDARY SCHOOL,DODOMA,BAHI,CHIBELELA,GOVERNMENT,35.6879604,-6.3883928,44,,0.9583,-3.9928,1750,2014,NO,,,,
S2739,MTOMBOZI SECONDARY SCHOOL,MOROGORO,MOROGORO,MTOMBOZI,GOVERNMENT,37.741609,-7.124086,77.78,,1.0636,-3.7276,1514,2014,NO,,,,
S2740,LUNDI SECONDARY SCHOOL,MOROGORO,MOROGORO,LUNDI,GOVERNMENT,37.80979555,-7.120009557,100,,2.2361,-1.9514,116,2014,NO,,,,
S2741,SINGISA SECONDARY SCHOOL,MOROGORO,MOROGORO,SINGISA,GOVERNMENT,37.6726697,-7.2985802,75,,1.2639,-4.7222,1054,2014,NO,,,,
S2742,MISOZWE SECONDARY SCHOOL,TANGA,MUHEZA,MISOZWE,GOVERNMENT,38.80096467,-5.088706364,77.78,,1.245,-4.1045,1101,2014,NO,,,,
S2743,DALUNI SECONDARY SCHOOL,TANGA,MKINGA,DALUNI,GOVERNMENT,38.77415546,-4.782833334,50,,1.0625,-3.9736,1519,2014,NO,,,,
S2744,DUGA SECONDARY SCHOOL,TANGA,MKINGA,DUGA,GOVERNMENT,39.11799462,-4.70129567,100,,1.6526,-3.2996,345,2014,NO,,,,
S2745,MTIMBWANI SECONDARY SCHOOL,TANGA,MKINGA,MTIMBWANI,GOVERNMENT,39.09328726,-4.956858151,73.33,,1.4795,-3.5627,599,2014,NO,,,,
S2746,MWAKIJEMBE SECONDARY SCHOOL,TANGA,MKINGA,MWAKIJEMBE,GOVERNMENT,38.9080669,-4.538051831,100,,2.3571,-2.6742,103,2014,NO,,,,
S2747,KWASHEMSHI SECONDARY SCHOOL,TANGA,KOROGWE,KWASHEMSHI,GOVERNMENT,38.482498,-5.0444,28.57,,0.7704,-4.4286,1990,2014,NO,,,,
S2748,PATEMA SECONDARY SCHOOL,TANGA,KOROGWE,MPALE,GOVERNMENT,38.46046274,-5.021940287,17.65,,0.6803,-5.0049,2044,2014,NO,,,,
S2750,MKUGILO SECONDARY SCHOOL,PWANI,MKURANGA,KITOMONDO,GOVERNMENT,39.182779,-7.285023,76.92,,1.2447,-4.3023,1102,2014,NO,,,,
S2751,PANZUO SECONDARY SCHOOL,PWANI,MKURANGA,PANZUO,GOVERNMENT,38.914031,-7.310509,66.67,,1.2593,-4.424,1069,2014,NO,,,,
S2752,LUKANGA SECONDARY SCHOOL,PWANI,MKURANGA,LUKANGA,GOVERNMENT,39.167926,-7.475782,30,,0.7168,-5.0336,2020,2014,NO,,,,
S2757,KITONGA SECONDARY SCHOOL,DAR ES SALAAM,ILALA,CHANIKA,GOVERNMENT,39.16920688,-6.994302857,50,,0.9298,-4.8598,1812,2014,NO,,,,
S2758,MSONGOLA SECONDARY SCHOOL,DAR ES SALAAM,ILALA,MSONGOLA,GOVERNMENT,39.17974624,-6.974880185,35.29,,0.9184,-4.5277,1831,2014,NO,,,,
S2759,MKERA SECONDARY SCHOOL,DAR ES SALAAM,ILALA,SEGEREA,GOVERNMENT,39.1282654,-7.028957228,77.78,,1.0914,-4.6303,1456,2014,NO,,,,
S2764,NYEBURU SECONDARY SCHOOL,DAR ES SALAAM,ILALA,CHANIKA,GOVERNMENT,39.08227809,-6.972072424,60,,1.1626,-4.3376,1288,2014,NO,,,,
S2775,SANGARA SECONDARY SCHOOL,DAR ES SALAAM,ILALA,MSONGOLA,GOVERNMENT,39.128708,-7.030361574,60,,1.1944,-4.4844,1205,2014,NO,,,,
S2776,MBONDOLE SECONDARY SCHOOL,DAR ES SALAAM,ILALA,MSONGOLA,GOVERNMENT,39.15444936,-6.975747068,55.17,,0.9278,-4.6501,1821,2014,NO,,,,
S2777,NGUVU MPYA SECONDARY SCHOOL,DAR ES SALAAM,ILALA,CHANIKA,GOVERNMENT,39.09199801,-6.98481443,76.67,,1.1667,-4.281,1276,2014,NO,,,,
S2781,IGOMELO SECONDARY SCHOOL,MBEYA,MBARALI,LUGELELE,GOVERNMENT,34.38518643,-8.764661151,80,,1.6615,-3.2085,341,2014,NO,,,,
S2789,SHIGALA SECONDARY SCHOOL,SIMIYU,BUSEGA,SHIGALA,GOVERNMENT,33.696891,-2.37292,63.33,,1.0116,-4.0573,1637,2014,NO,,,,
S2793,SASAJILA SECONDARY SCHOOL,SINGIDA,,,,34.74358,-4.81629,66.67,,1.2798,1.2798,1022,2014,NO,,,,
